29.9,1663,Radicheta
1663.0,2288,Perejil
29.9,205870,Ojo
2288.0,205894,Milanesa
39.9,205955,Chiquizuela
2288.0,205979,Espinazo
499.99,206020,Carnanza
205870.0,206044,Falda
519.99,206051,Carne
205870.0,206105,Entrania
539.99,206136,Bife
205870.0,206143,Rost
539.99,206181,Palomita
205870.0,206198,Tortuguita
589.99,206235,Paleta
205894.0,206280,Milanesa
189.99,206297,Milanesa
205955.0,206303,Milanesa
104.99,206310,Bife
205979.0,206334,Colita
259.99,206358,Cuadril
206020.0,206693,Bife
279.99,206907,Falda
206044.0,216616,Azotillo
229.99,221184,Salchichon
206051.0,230407,Queso
459.99,231688,Dulce
206105.0,274357,Queso
389.99,279680,Bola
206136.0,279703,Osobuco
299.99,279710,Falda
206143.0,279734,Milanesa
339.99,280037,Paleta
206181.0,280204,Colita
339.99,280259,Costilla
206198.0,286848,Milanesa
369.99,288132,Aguja
206235.0,288989,Chorizo
399.99,289153,Morcilla
206280.0,289177,Salchichas
414.99,630344,Pan
206297.0,896887,Chorizo
399.99,1034448,Trapo
206303.0,1307504,Ketchup
399.99,1312409,Ketchup
206310.0,2077055,Queso
559.99,2079714,Salame
206334.0,2130828,Pan
419.99,2130835,Pan
206358.0,2352312,Vacio
559.99,4016007,Confites
206693.0,4016205,Caramelos
259.99,7933622,Confites
206907.0,7935725,Confites
289.99,19005102,Chicle
216616.0,20336820,Condimento
249.0,23529953,Dulce
221184.0,26031101,Bolsas
259.0,27189368,Aceto
221184.0,30108417,Mascara
439.0,30108493,Mascara
221184.0,30114326,Mascara
729.0,40084107,Huevo
230407.0,40122342,Mostaza
729.0,40122380,Mostaza
230407.0,40122526,Mostaza
68.9,40786186,Cerveza
231688.0,40804927,Salsa
69.9,40804934,Salsa
231688.0,40804996,Salsa
110.0,41007723,Cerveza
231688.0,41024355,Cerveza
859.0,42096276,Desodorante
274357.0,42126560,Desodorante
399.99,42149996,Cerveza
279680.0,42171850,Gel
204.99,42172536,Gel
279703.0,42207573,Crema
239.0,42211051,Tonico
279710.0,42231301,Desodorante
399.99,42231486,Gel
279734.0,42231509,Gel
375.0,42269847,Desmaquillador
280037.0,42277132,Desmaquillador
394.0,42277705,Crema
280037.0,42277712,Crema
